names, ratings, addresses, classes, types, grades, student_nums, st_ratios, districts, 
Stephen Decatur High School,7/10,9913 Seahawk Road, Berlin, MD, 21811,Above average,Public district,9-12,1346,15:1,Worcester County Public Schools
Shiloh Middle School,8/10,3675 Willow Street, Hampstead, MD, 21074,Above average,Public district,6-8,657,11:1,Carroll County Public Schools
Spark M. Matsunaga Elementary School,8/10,13902 Bromfield Road, Germantown, MD, 20874,Above average,Public district,K-5,860,18:1,Montgomery County Public Schools
Oakdale Middle School,9/10,5810 Oakdale School Road, Ijamsville, MD, 21754,Above average,Public district,6-8,639,17:1,Frederick County Public Schools
Evergreen Elementary School,7/10,43765 Wildewood Parkway, California, MD, 20619,Above average,Public district,PK-5,710,17:1,St. Mary's County Public Schools
Bellows Spring Elementary School,7/10,8125 Old Stockbridge Drive, Ellicott City, MD, 21043,Above average,Public district,PK-5,734,11:1,Howard County Public Schools
Matapeake Elementary School,7/10,651 Romancoke Road, Stevensville, MD, 21666,Above average,Public district,PK-5,483,15:1,Queen Anne's County Public Schools
Tuscarora Elementary School,7/10,6321 Lambert Drive, Frederick, MD, 21703,Above average,Public district,PK-5,776,16:1,Frederick County Public Schools
Whitehall Elementary School,8/10,3901 Woodhaven Lane, Bowie, MD, 20715,Above average,Public district,K-5,552,15:1,Prince George's County Public Schools
Patterson Mill Middle School,9/10,85 Patterson Mill Road, Bel Air, MD, 21015,Above average,Public district,6-8,698,14:1,Harford County Public Schools
Veterans Elementary School,8/10,4355 Montgomery Road, Ellicott City, MD, 21043,Above average,Public district,PK-5,912,12:1,Howard County Public Schools
Manchester Valley High School,8/10,3300 Maple Grove Road, Manchester, MD, 21102,Above average,Public district,9-12,761,10:1,Carroll County Public Schools
Chesapeake Math and IT Academy South,8/10,9822 Fallard Ct. Upper Marlboro, MD 20772, District Heights, MD, 20747,Above average,Public charter,6-9,748,19:1,Prince George's County Public Schools
Braddock Middle School,6/10,909 Holland Street, Cumberland, MD, 21502,Average,Public district,6-8,600,16:1,Allegany County Public Schools
Westmar Middle School,6/10,16915 Lower Georges Creek Road Southwest, Lonaconing, MD, 21539,Average,Public district,6-8,282,14:1,Allegany County Public Schools
Cresaptown Elementary School,6/10,13202 6th Avenue, Cumberland, MD, 21502,Average,Public district,PK-5,359,22:1,Allegany County Public Schools
Mount Savage Middle School,6/10,13201 New School Road Northwest, Mount Savage, MD, 21545,Average,Public district,6-8,395,14:1,Allegany County Public Schools
West Side Elementary School,6/10,425 Paca Street, Cumberland, MD, 21502,Average,Public district,PK-5,397,23:1,Allegany County Public Schools
Westernport Elementary School,6/10,172 Church Street, Westernport, MD, 21562,Average,Public district,PK-5,273,21:1,Allegany County Public Schools
Arundel Middle School,6/10,1179 Hammond Lane, Odenton, MD, 21113,Average,Public district,6-8,980,13:1,Anne Arundel County Public Schools
Belvedere Elementary School,8/10,360 Broadwater Road, Arnold, MD, 21012,Above average,Public district,PK-5,538,14:1,Anne Arundel County Public Schools
Cape St. Claire Elementary School,8/10,931 Blue Ridge Drive, Annapolis, MD, 21409,Above average,Public district,K-5,610,16:1,Anne Arundel County Public Schools
South River High School,7/10,201 Central Avenue East, Edgewater, MD, 21037,Above average,Public district,9-12,2192,16:1,Anne Arundel County Public Schools
Edgewater Elementary School,7/10,121 Washington Road, Edgewater, MD, 21037,Above average,Public district,K-5,547,13:1,Anne Arundel County Public Schools
George T. Cromwell Elementary School,6/10,525 Wellham Avenue, Glen Burnie, MD, 21061,Average,Public district,1-5,319,13:1,Anne Arundel County Public Schools
High Point Elementary School,6/10,924 Duvall Highway, Pasadena, MD, 21122,Average,Public district,PK-5,690,14:1,Anne Arundel County Public Schools
Jacobsville Elementary School,6/10,3801 Mountain Road, Pasadena, MD, 21122,Average,Public district,K-5,551,14:1,Anne Arundel County Public Schools
Jessup Elementary School,6/10,2900 Elementary School Lane, Jessup, MD, 20794,Average,Public district,PK-5,503,14:1,Anne Arundel County Public Schools
Lindale Middle School,5/10,415 Andover Road, Linthicum Heights, MD, 21090,Average,Public district,6-8,962,11:1,Anne Arundel County Public Schools
Lothian Elementary School,6/10,5175 Solomons Island Road, Lothian, MD, 20711,Average,Public district,PK-5,465,14:1,Anne Arundel County Public Schools
Manor View Elementary School,6/10,2900 Macarthur Road, Fort Meade, MD, 20755,Average,Public district,1-5,309,12:1,Anne Arundel County Public Schools
Marley Elementary School,5/10,715 Cooper Road, Glen Burnie, MD, 21060,Average,Public district,PK-5,715,13:1,Anne Arundel County Public Schools
Meade Heights Elementary School,6/10,1925 Reece Road, Fort Meade, MD, 20755,Average,Public district,PK-5,352,25:1,Anne Arundel County Public Schools
Odenton Elementary School,7/10,1290 Odenton Road, Odenton, MD, 21113,Above average,Public district,PK-5,459,11:1,Anne Arundel County Public Schools
Old Mill Middle North,6/10,610 Patriot Lane, Millersville, MD, 21108,Average,Public district,6-8,952,13:1,Anne Arundel County Public Schools
Old Mill Middle South,7/10,620 Patriot Lane, Millersville, MD, 21108,Above average,Public district,6-8,842,12:1,Anne Arundel County Public Schools
Overlook Elementary School,6/10,401 Hampton Road, Linthicum Heights, MD, 21090,Average,Public district,PK-5,354,12:1,Anne Arundel County Public Schools
Quarterfield Elementary School,7/10,7967 Quarterfield Road, Severn, MD, 21144,Above average,Public district,PK-5,411,13:1,Anne Arundel County Public Schools
Richard Henry Lee Elementary School,6/10,400 A Street Southwest, Glen Burnie, MD, 21061,Average,Public district,K-5,519,15:1,Anne Arundel County Public Schools
Severn Elementary School,7/10,838 Reece Road, Severn, MD, 21144,Above average,Public district,PK-5,463,13:1,Anne Arundel County Public Schools
Southern High School,6/10,4400 Solomons Island Road, Harwood, MD, 20776,Average,Public district,9-12,1047,15:1,Anne Arundel County Public Schools
Van Bokkelen Elementary School,5/10,1140 Reece Road, Severn, MD, 21144,Average,Public district,PK-5,473,10:1,Anne Arundel County Public Schools
Waugh Chapel Elementary School,8/10,840 Sunflower Drive, Odenton, MD, 21113,Above average,Public district,PK-5,591,15:1,Anne Arundel County Public Schools
Woodside Elementary School,4/10,160 Funke Road, Glen Burnie, MD, 21061,Below average,Public district,PK-5,335,10:1,Anne Arundel County Public Schools
Windsor Farm Elementary School,8/10,591 Broadneck Road, Annapolis, MD, 21409,Above average,Public district,K-5,578,15:1,Anne Arundel County Public Schools
Baltimore City College,7/10,3220 The Alameda, Baltimore, MD, 21218,Above average,Public district,9-12,1319,17:1,Baltimore City Public Schools
Hampden Elementary/Middle School,6/10,3608 Chestnut Avenue, Baltimore, MD, 21211,Average,Public district,PK-8,384,18:1,Baltimore City Public Schools
Western High School,5/10,4600 Falls Road, Baltimore, MD, 21209,Average,Public district,9-12,1034,19:1,Baltimore City Public Schools
Baltimore School For The Arts,8/10,712 Cathedral Street, Baltimore, MD, 21201,Above average,Public district,9-12,391,16:1,Baltimore City Public Schools
Arbutus Middle School,6/10,5525 Shelbourne Rd, Baltimore, MD, 21227,Average,Public district,6-8,864,16:1,Baltimore County Public Schools
Catonsville Elementary School,7/10,615 Frederick Road, Catonsville, MD, 21228,Above average,Public district,PK-5,468,18:1,Baltimore County Public Schools
Church Lane Elementary Technology,6/10,3820 Fernside Road, Randallstown, MD, 21133,Average,Public district,PK-5,462,17:1,Baltimore County Public Schools
Cockeysville Middle School,7/10,10401 Greenside Drive, Cockeysville, MD, 21030,Above average,Public district,6-8,817,16:1,Baltimore County Public Schools
Franklin Elementary School,7/10,33 Cockeys Mill Road, Reisterstown, MD, 21136,Above average,Public district,PK-5,491,18:1,Baltimore County Public Schools
Fullerton Elementary School,6/10,4400 Fullerton Avenue, Nottingham, MD, 21236,Average,Public district,PK-5,631,18:1,Baltimore County Public Schools
Hampton Elementary School,7/10,1115 Charmuth Road, Lutherville-Timonium, MD, 21093,Above average,Public district,PK-5,600,17:1,Baltimore County Public Schools
Hillcrest Elementary School,7/10,1500 Frederick Road, Catonsville, MD, 21228,Above average,Public district,K-5,753,18:1,Baltimore County Public Schools
Loch Raven High School,6/10,1212 Cowpens Avenue, Towson, MD, 21286,Average,Public district,9-12,876,15:1,Baltimore County Public Schools
Middleborough Elementary School,6/10,313 West Road, Essex, MD, 21221,Average,Public district,PK-5,365,17:1,Baltimore County Public Schools
Perry Hall Elementary School,6/10,9021 Belair Road, Nottingham, MD, 21236,Average,Public district,PK-5,723,16:1,Baltimore County Public Schools
Pine Grove Middle School,6/10,9200 Old Harford Road, Parkville, MD, 21234,Average,Public district,6-8,879,16:1,Baltimore County Public Schools
Red House Run Elementary School,5/10,1717 Weyburn Road, Rosedale, MD, 21237,Average,Public district,PK-5,510,16:1,Baltimore County Public Schools
Cromwell Valley Elementary Technology,8/10,825 Providence Road, Towson, MD, 21286,Above average,Public district,K-5,347,18:1,Baltimore County Public Schools
Victory Villa Elementary School,6/10,500 Compass Road East, Middle River, MD, 21220,Average,Public district,PK-5,458,18:1,Baltimore County Public Schools
Wellwood International Elementary School,7/10,2901 Smith Avenue, Baltimore, MD, 21209,Above average,Public district,K-5,493,14:1,Baltimore County Public Schools
Westchester Elementary School,6/10,2300 Old Frederick Road, Catonsville, MD, 21228,Average,Public district,PK-5,572,18:1,Baltimore County Public Schools
Hereford Middle School,8/10,712 Corbett Road, Monkton, MD, 21111,Above average,Public district,6-8,983,17:1,Baltimore County Public Schools
Hereford High School,8/10,17301 York Road, Parkton, MD, 21120,Above average,Public district,9-12,1182,17:1,Baltimore County Public Schools
Ridgely Middle School,7/10,121 East Ridgely Road, Lutherville-Timonium, MD, 21093,Above average,Public district,6-8,1171,16:1,Baltimore County Public Schools
Padonia International Elementary School,5/10,9834 Greenside Drive, Cockeysville, MD, 21030,Average,Public district,PK-5,489,16:1,Baltimore County Public Schools
Appeal Elementary School,7/10,11655 H G Trueman Road, Lusby, MD, 20657,Above average,Public district,PK-5,817,14:1,Calvert County Public Schools
Calvert High School,7/10,520 Fox Run Boulevard, Prince Frederick, MD, 20678,Above average,Public district,9-12,1173,17:1,Calvert County Public Schools
Windy Hill Middle School,7/10,9560 Boyds Turn Road, Owings, MD, 20736,Above average,Public district,6-8,787,17:1,Calvert County Public Schools
Plum Point Elementary School,7/10,1245 Plum Point Road, Huntingtown, MD, 20639,Above average,Public district,PK-5,547,13:1,Calvert County Public Schools
Colonel Richardson Middle School,6/10,25390 Richardson Road, Federalsburg, MD, 21632,Average,Public district,6-8,407,13:1,Caroline County Public Schools
Denton Elementary School,6/10,303 Sharp Road, Denton, MD, 21629,Average,Public district,PK-5,665,14:1,Caroline County Public Schools
Greensboro Elementary School,6/10,625 North Main Street, Greensboro, MD, 21639,Average,Public district,PK-5,777,15:1,Caroline County Public Schools
North Caroline High School,5/10,10990 River Road, Ridgely, MD, 21660,Average,Public district,9-12,1016,16:1,Caroline County Public Schools
Ridgely Elementary School,6/10,118 North Central Avenue, Ridgely, MD, 21660,Average,Public district,PK-5,535,15:1,Caroline County Public Schools
Lockerman Middle School,7/10,410 Lockerman Street, Denton, MD, 21629,Above average,Public district,6-8,830,15:1,Caroline County Public Schools
Elmer A. Wolfe Elementary School,6/10,119 North Main Street, Union Bridge, MD, 21791,Average,Public district,PK-5,382,9:1,Carroll County Public Schools
Freedom District Elementary School,7/10,5626 Sykesville Road, Eldersburg, MD, 21784,Above average,Public district,K-5,468,9:1,Carroll County Public Schools
Mechanicsville Elementary School,7/10,3838 Sykesville Road, Sykesville, MD, 21784,Above average,Public district,PK-5,483,10:1,Carroll County Public Schools
Northwest Middle School,7/10,99 Kings Drive, Taneytown, MD, 21787,Above average,Public district,6-8,512,10:1,Carroll County Public Schools
Robert Moton Elementary School,6/10,1413 Washington Road, Westminster, MD, 21157,Average,Public district,PK-5,417,6:1,Carroll County Public Schools
Sandymount Elementary School,7/10,2222 Old Westminster Pike, Finksburg, MD, 21048,Above average,Public district,PK-5,442,9:1,Carroll County Public Schools
Sykesville Middle School,8/10,7301 Springfield Avenue, Sykesville, MD, 21784,Above average,Public district,6-8,800,12:1,Carroll County Public Schools
Westminster East Middle School,8/10,121 Longwell Avenue, Westminster, MD, 21157,Above average,Public district,6-8,710,9:1,Carroll County Public Schools
Westminster High School,8/10,1225 Washington Road, Westminster, MD, 21157,Above average,Public district,9-12,1512,10:1,Carroll County Public Schools
Winfield Elementary School,7/10,4401 Salem Bottom Road, Westminster, MD, 21157,Above average,Public district,PK-5,515,7:1,Carroll County Public Schools
Piney Ridge Elementary School,7/10,6315 Freedom Avenue, Sykesville, MD, 21784,Above average,Public district,K-5,587,10:1,Carroll County Public Schools
Spring Garden Elementary School,7/10,700 Boxwood Drive, Hampstead, MD, 21074,Above average,Public district,PK-5,539,10:1,Carroll County Public Schools
Charlestown Elementary School,6/10,550 Baltimore Street, Charlestown, MD, 21914,Average,Public district,PK-5,436,10:1,Cecil County Public Schools
Cherry Hill Middle School,6/10,2535 Singerly Road, Elkton, MD, 21921,Average,Public district,6-8,416,13:1,Cecil County Public Schools
Rising Sun Middle School,7/10,289 Pearl Street, Rising Sun, MD, 21911,Above average,Public district,6-8,679,15:1,Cecil County Public Schools
Bohemia Manor Middle School,6/10,2757 Augustine Herman Highway, Chesapeake City, MD, 21915,Average,Public district,6-8,506,14:1,Cecil County Public Schools
C. Paul Barnhart Elementary School,6/10,4800 Lancaster Circle, Waldorf, MD, 20603,Average,Public district,PK-5,663,14:1,Charles County Public Schools
John Hanson Middle School,6/10,3165 John Hanson Dr, Waldorf, MD, 20601,Average,Public district,6-8,790,14:1,Charles County Public Schools
Milton M. Somers Middle School,7/10,300 Willow Lane, La Plata, MD, 20646,Above average,Public district,6-8,996,14:1,Charles County Public Schools
Piccowaxen Middle School,6/10,12834 Rock Point Road, Newburg, MD, 20664,Average,Public district,6-8,439,13:1,Charles County Public Schools
Dr. Thomas L. Higdon Elementary School,7/10,12872 Rock Point Road, Newburg, MD, 20664,Above average,Public district,PK-5,437,14:1,Charles County Public Schools
Berry Elementary School,7/10,10155 Berry Road, Waldorf, MD, 20603,Above average,Public district,PK-5,918,19:1,Charles County Public Schools
North Dorchester High School,5/10,5875 Cloverdale Road, Hurlock, MD, 21643,Average,Public district,9-12,489,14:1,Dorchester County Public Schools
Warwick Elementary School,6/10,155 Main Street, Preston, MD, 21655,Average,Public district,PK-5,344,15:1,Dorchester County Public Schools
Brunswick Elementary School,7/10,400 Central Avenue, Brunswick, MD, 21716,Above average,Public district,PK-5,662,17:1,Frederick County Public Schools
Brunswick High School,6/10,101 Cummings Drive, Brunswick, MD, 21716,Average,Public district,9-12,753,18:1,Frederick County Public Schools
Catoctin High School,7/10,14745 Sabillasville Road, Thurmont, MD, 21788,Above average,Public district,9-12,873,18:1,Frederick County Public Schools
Linganore High School,7/10,12013 Old Annapolis Road, Frederick, MD, 21701,Above average,Public district,9-12,1432,20:1,Frederick County Public Schools
Middletown Elementary School,8/10,201 East Green Street, Middletown, MD, 21769,Above average,Public district,3-5,421,17:1,Frederick County Public Schools
Myersville Elementary School,7/10,429 Main Street, Middletown, MD, 21769,Above average,Public district,K-5,318,17:1,Frederick County Public Schools
